id,question,solution,difficulty
271,"https://www.geeksforgeeks.org/puzzle-21-3-ants-and-triangle/
",There are 3 ants sitting on three corners of a triangle.   All ants randomly pick a direction and start moving along edge of the triangle. What is the probability that any two ants collide?,easy
272,"https://www.geeksforgeeks.org/puzzle-20-5-pirates-and-100-gold-coins/
","There are 5 pirates, they must decide how to distribute 100 gold coins among them. The pirates have seniority levels, the senior-most is A, then B, then C, then D, and finally the junior-most is E. ",easy
273,"https://www.geeksforgeeks.org/puzzle-19-poison-and-rat/
",There are 1000 wine bottles. One of the bottles contains poisoned wine. A rat dies after one hour of drinking the poisoned wine. How many minimum rats are needed to figure out which bottle contains poison in hour.,hard
274,"https://www.geeksforgeeks.org/puzzle-18-torch-and-bridge/
","Puzzle: There are 4 persons (A, B, C and D) who want to cross a bridge in night. ",medium
275,"https://www.geeksforgeeks.org/puzzle-17-ratio-of-boys-and-girls-in-a-country-where-people-want-only-boys/
","In a country, all families want a boy.  They keep having babies till a boy is born.   What is the expected ratio of boys and girls in the country?",medium
276,"https://www.geeksforgeeks.org/puzzle-16-100-doors/
","There are 100 doors in a row, all doors are initially closed. A person walks through all doors multiple times and toggle (if open then close, if close then open) them in following way: ",medium
277,"https://www.geeksforgeeks.org/puzzle-15-camel-and-banana-puzzle/
","A person has 3000 bananas and a camel. The person wants to transport the maximum number of bananas to a destination which is 1000 KMs away, using only the camel as a mode of transportation. The camel cannot carry more than 1000 bananas at a time and eats a banana every km it travels. What is the maximum number of bananas that can be transferred to the destination using only camel (no other mode of transportation is allowed). ",hard
278,"https://www.geeksforgeeks.org/puzzle-14-strategy-for-a-2-player-coin-game/
","Puzzle: Consider a two-player coin game where each Player A and Player B gets the turn one by one.  There is a row of even number of coins, and a player on his/her turn can pick a coin from any of the two corners of the row.  The player that collects coins with more value wins the game. Develop a strategy for the player making the first turn i.e, Player A, such that he/she never loses the game.",medium
279,"https://www.geeksforgeeks.org/puzzle-13-100-prisoners-with-redblack-hats/
","100 prisoners in jail are standing in a queue facing in one direction.  Each prisoner is wearing a hat of color either black or red.  A prisoner can see hats of all prisoners in front of him in the queue, but cannot see his hat and hats of prisoners standing behind him.
The jailer is going to ask color of each prisoner’s hat starting from the last prisoner in queue. If a prisoner tells the correct color, then is saved, otherwise executed.  How many prisoners can be saved at most if they are allowed to discuss a strategy before the jailer starts asking colors of their hats.",medium
280,"https://www.geeksforgeeks.org/puzzle-12-maximize-probability-of-white-ball/
","There are two empty bowls in a room. You have 50 white balls and 50 black balls. After you place the balls in the bowls, a random ball will be picked from a random bowl. Distribute the balls (all of them) into the bowls to maximize the chance of picking a white ball. ",medium
281,"https://www.geeksforgeeks.org/puzzle-11-1000-coins-and-10-bags/
",A dealer has 1000 coins and 10 bags. He has to divide the coins over the ten bags so that he can make any number of coins simply by handing over a few bags. How must divide his money into the ten bags? ,medium
282,"https://www.geeksforgeeks.org/puzzle-10-a-man-with-medical-condition-and-2-pills/
","Puzzle: A man has a medical condition that requires him to take two kinds of pills, call them A and B. The man must take exactly one A pill and exactly one B pill each day, or he will die. The pills are taken by first dissolving them in water. ",easy
283,"https://www.geeksforgeeks.org/puzzle-9-find-the-fastest-3-horses/
",There are 25 horses among which you need to find out the fastest 3 horses. You can conduct race among at most 5 to find out their relative speed. At no point you can find out the actual speed of the horse in a race. Find out how many races are required to get the top 3 horses.,hard
284,"https://www.geeksforgeeks.org/puzzle-7-find-the-jar-with-contaminated-pills/
","Puzzle: You have 5 jars of pills. Each pill weighs 10 grams, except for contaminated pills contained in one jar, where each pill weighs 9 grams. Given a scale, how could you tell which jar had the contaminated pills in just one measurement?
",medium
285,"https://www.geeksforgeeks.org/puzzle-7-3-bulbs-and-3-switches/
","There is a room with a door (closed) and three light bulbs. Outside the room, there are three switches, connected to the bulbs. You may manipulate the switches as you wish, but once you open the door you can’t change them. Identify each switch with its bulb. All bulbs are in working condition.Let the bulbs be X, Y, and Z Turn on switch X for 5 to 10 minutes. Turn it off and turn on switch Y. Open the door and touch the light bulb. 1. if the light is on, it is Y 2. if the light is off and hot, it is X 3. if the light is off and cold, it is Z Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above ",easy
286,"https://www.geeksforgeeks.org/puzzle-6-monty-hall-problem/
","Suppose you’re on a game show, and you’re given the choice of three doors: Behind one door is a car; behind the others, goats. You pick a door, say No. 1, and the host, who knows what’s behind the doors, opens another door, say No. 3, which has a goat. He then says to you, “Do you want to pick door No. 2?” Is it to your advantage to switch your choice?",medium
287,"https://www.geeksforgeeks.org/puzzle-5-finding-the-injection-for-anesthesia/
","In a Medical Laboratory, you have 240 Injections, one of which is for Anesthesia for a rat. After injecting, one rat fainted exactly in 24 hours. You have 5 rats whom you are willing to sacrifice in order to determine which injections contains the Anesthesia. How do you achieve this in 48 hours ? ",hard
288,"https://www.geeksforgeeks.org/puzzle-4-pay-an-employee-using-a-gold-rod-of-7-units/
","An employee works for an employer for 7 days.  The employer has a gold rod of 7 units.  How does the employer pay to the employee, so that the number of employee’s units increases by one at the end of each day.  The employer can make at most 2 cuts in the rod.",easy
289,"https://www.geeksforgeeks.org/puzzle-3-calculate-total-distance-travelled-by-bee/
","Puzzle: Two trains are on same track and they are coming toward each other. The speed of the first train is 50 km/h and the speed of the second train is 70 km/h. A bee starts flying between the trains when the distance between two trains is 100 km. The bee first flies from first train to second train. Once it reaches the second train, it immediately flies back to the first train … and so on until trains collide. Calculate the total distance travelled by the bee. Speed of bee is 80 km/h.
",easy
290,"https://www.geeksforgeeks.org/puzzle-2-find-ages-of-daughters/
",Alok has three daughters. His friend Shyam wants to know the ages of his daughters. Alok gives him first hint.,medium
291,"https://www.geeksforgeeks.org/puzzle-1-how-to-measure-45-minutes-using-two-identical-wires/
","How do we measure forty-five minutes using two identical wires, each of which takes an hour to burn? We have matchsticks with us. The wires burn non-uniformly. So, for example, the two halves of wire might burn in 10 minutes and 50 minutes respectively
",easy
